win,time,score,enemies_algotithm,pacman_algorithm
False,0.056000471115112305,260,bfs,a-star
True,0.3839995861053467,9430,bfs,a-star
False,0.024001598358154297,140,bfs,a-star
True,0.39600110054016113,10280,bfs,a-star
True,0.39010143280029297,10630,bfs,a-star
True,0.34599924087524414,8250,bfs,a-star
True,0.4030013084411621,9820,bfs,a-star
True,0.3829982280731201,7930,bfs,a-star
True,0.38699865341186523,10670,bfs,a-star
True,0.34599995613098145,8690,bfs,a-star
True,0.27851033210754395,5470,bfs,a-star
True,0.42400074005126953,10650,bfs,a-star
True,0.37099289894104004,11470,bfs,a-star
False,0.008000850677490234,10,bfs,a-star
True,0.40813589096069336,9020,bfs,a-star
True,0.4129981994628906,11050,bfs,a-star
False,0.04600024223327637,110,bfs,a-star
True,0.28299999237060547,8570,bfs,a-star
True,0.37174344062805176,10330,bfs,a-star
True,0.37800002098083496,10260,bfs,a-star
True,0.32351016998291016,9550,bfs,a-star
True,0.37702488899230957,10710,bfs,a-star
False,0.046999216079711914,170,bfs,a-star
False,0.022000551223754883,130,bfs,a-star
True,0.3430006504058838,7500,bfs,a-star
True,0.47299957275390625,15030,bfs,a-star
False,0.057000160217285156,140,bfs,a-star
True,0.3769984245300293,9460,bfs,a-star
True,0.32199788093566895,7470,bfs,a-star
False,0.02905559539794922,140,bfs,a-star
True,0.33899831771850586,9130,bfs,a-star
True,0.4023873805999756,8250,bfs,a-star
True,0.39600276947021484,9490,bfs,a-star
False,0.007000923156738281,30,bfs,a-star
True,0.3469996452331543,10340,bfs,a-star
False,0.012999773025512695,50,bfs,a-star
True,0.372999906539917,8760,bfs,a-star
True,0.3579998016357422,12000,bfs,a-star
True,0.38199949264526367,10290,bfs,a-star
False,0.017001628875732422,110,bfs,a-star
True,0.32399916648864746,7910,bfs,a-star
True,0.4249989986419678,10700,bfs,a-star
False,0.04399895668029785,240,bfs,a-star
True,0.49499964714050293,12240,bfs,a-star
True,0.40000009536743164,12680,bfs,a-star
True,0.4389991760253906,13830,bfs,a-star
True,0.4439997673034668,13850,bfs,a-star
True,0.30299854278564453,6590,bfs,a-star
True,0.3809974193572998,10350,bfs,a-star
False,0.057000160217285156,100,bfs,a-star
True,0.43000030517578125,9100,bfs,a-star
True,0.36699795722961426,9810,bfs,a-star
True,0.42708420753479004,12570,bfs,a-star
False,0.026000499725341797,210,bfs,a-star
True,0.3710000514984131,11480,bfs,a-star
True,0.39359259605407715,12740,bfs,a-star
True,0.2945098876953125,7490,bfs,a-star
True,0.4160013198852539,13110,bfs,a-star
True,0.42299985885620117,12620,bfs,a-star
True,0.4069983959197998,11950,bfs,a-star
True,0.34200072288513184,8620,bfs,a-star
False,0.029001712799072266,80,bfs,a-star
True,0.308060884475708,7390,bfs,a-star
False,0.01700115203857422,30,bfs,a-star
True,0.41150569915771484,10270,bfs,a-star
True,0.4159996509552002,7050,bfs,a-star
True,0.37400102615356445,9850,bfs,a-star
True,0.36899733543395996,12300,bfs,a-star
True,0.3880009651184082,13020,bfs,a-star
True,0.4049992561340332,11770,bfs,a-star
False,0.012001991271972656,30,bfs,a-star
True,0.3940010070800781,8750,bfs,a-star
True,0.3661048412322998,9070,bfs,a-star
True,0.3809998035430908,7890,bfs,a-star
False,0.014003992080688477,20,bfs,a-star
True,0.36999964714050293,8760,bfs,a-star
True,0.30699992179870605,7820,bfs,a-star
False,0.014000415802001953,10,bfs,a-star
False,0.013000249862670898,40,bfs,a-star
True,0.44099950790405273,10460,bfs,a-star
True,0.37000083923339844,8990,bfs,a-star
False,0.004999876022338867,20,bfs,a-star
True,0.3269999027252197,9040,bfs,a-star
True,0.39699888229370117,8630,bfs,a-star
True,0.3975687026977539,9510,bfs,a-star
True,0.40200138092041016,8320,bfs,a-star
False,0.24299907684326172,190,bfs,a-star
True,0.3770003318786621,11960,bfs,a-star
False,0.03800225257873535,270,bfs,a-star
True,0.41699838638305664,10350,bfs,a-star
True,0.39051294326782227,12280,bfs,a-star
True,0.3580026626586914,11020,bfs,a-star
False,0.0189969539642334,130,bfs,a-star
True,0.3540012836456299,8970,bfs,a-star
False,0.025998830795288086,40,bfs,a-star
True,0.3395113945007324,7440,bfs,a-star
False,0.03799867630004883,140,bfs,a-star
True,0.2870004177093506,7040,bfs,a-star
True,0.3760552406311035,10660,bfs,a-star
False,0.012000799179077148,20,bfs,a-star
True,0.38625025749206543,10300,bfs,a-star
True,0.42800092697143555,10200,bfs,a-star
True,0.38451218605041504,8210,bfs,a-star
True,0.4150393009185791,12660,bfs,a-star
True,0.34000229835510254,8660,bfs,a-star
False,0.0019986629486083984,20,bfs,a-star
True,0.40752482414245605,11530,bfs,a-star
True,0.3825204372406006,5020,bfs,a-star
True,0.4285097122192383,9080,bfs,a-star
False,0.003998994827270508,10,bfs,a-star
True,0.499509334564209,12250,bfs,a-star
True,0.2725071907043457,9310,bfs,a-star
False,0.00900125503540039,10,bfs,a-star
True,0.36151671409606934,9050,bfs,a-star
False,0.029000043869018555,10,bfs,a-star
False,0.01300048828125,40,bfs,a-star
True,0.436626672744751,11060,bfs,a-star
True,0.3940012454986572,7170,bfs,a-star
True,0.32599854469299316,10280,bfs,a-star
True,0.4215109348297119,11810,bfs,a-star
False,0.04699969291687012,120,bfs,a-star
True,0.3880012035369873,11900,bfs,a-star
False,0.017000436782836914,100,bfs,a-star
False,0.012963056564331055,70,bfs,a-star
True,0.36700010299682617,7890,bfs,a-star
True,0.35899901390075684,10600,bfs,a-star
False,0.005999565124511719,40,bfs,a-star
False,0.06599950790405273,330,bfs,a-star
False,0.028998851776123047,0,bfs,a-star
True,0.45800089836120605,12260,bfs,a-star
False,0.003999948501586914,20,bfs,a-star
True,0.4119999408721924,12280,bfs,a-star
False,0.03300023078918457,160,bfs,a-star
True,0.3530004024505615,10770,bfs,a-star
False,0.04399991035461426,120,bfs,a-star
True,0.37200021743774414,9110,bfs,a-star
True,0.44500041007995605,13110,bfs,a-star
True,0.45800137519836426,11590,bfs,a-star
False,0.03400063514709473,20,bfs,a-star
False,0.023999929428100586,140,bfs,a-star
True,0.468001127243042,12260,bfs,a-star
True,0.30900096893310547,10250,bfs,a-star
True,0.3210005760192871,10290,bfs,a-star
True,0.3429996967315674,7860,bfs,a-star
False,0.0409998893737793,40,bfs,a-star
False,0.007999181747436523,20,bfs,a-star
True,0.43350744247436523,13180,bfs,a-star
True,0.43000149726867676,11970,bfs,a-star
True,0.3549959659576416,10210,bfs,a-star
True,0.3809990882873535,12300,bfs,a-star
True,0.6705112457275391,10970,bfs,a-star
False,0.03399991989135742,130,bfs,a-star
True,0.5589988231658936,16350,bfs,a-star
True,0.41100096702575684,11870,bfs,a-star
True,0.3740246295928955,10200,bfs,a-star
False,0.038995981216430664,110,bfs,a-star
True,0.394000768661499,13080,bfs,a-star
True,0.42001914978027344,12280,bfs,a-star
True,0.3675088882446289,11410,bfs,a-star
True,0.3459968566894531,11070,bfs,a-star
False,0.02599930763244629,150,bfs,a-star
True,0.4330019950866699,9100,bfs,a-star
True,0.3840000629425049,11540,bfs,a-star
True,0.3599972724914551,7070,bfs,a-star
True,0.3810000419616699,12110,bfs,a-star
True,0.3399994373321533,12340,bfs,a-star
True,0.39800047874450684,10680,bfs,a-star
True,0.37199926376342773,11890,bfs,a-star
True,0.33629679679870605,12640,bfs,a-star
False,0.01299905776977539,30,bfs,a-star
False,0.006001710891723633,40,bfs,a-star
True,0.35200071334838867,7120,bfs,a-star
False,0.0019996166229248047,10,bfs,a-star
False,0.027999401092529297,170,bfs,a-star
False,0.017000913619995117,30,bfs,a-star
False,0.027997970581054688,200,bfs,a-star
True,0.3050041198730469,8220,bfs,a-star
True,0.3640251159667969,8700,bfs,a-star
False,0.047998666763305664,70,bfs,a-star
True,0.4140007495880127,11300,bfs,a-star
True,0.45351266860961914,12660,bfs,a-star
True,0.3410003185272217,9800,bfs,a-star
False,0.016997814178466797,80,bfs,a-star
True,0.3489961624145508,10280,bfs,a-star
False,0.11900067329406738,50,bfs,a-star
True,0.4157547950744629,11480,bfs,a-star
False,0.009000301361083984,40,bfs,a-star
True,0.4880027770996094,11400,bfs,a-star
True,0.3859984874725342,8310,bfs,a-star
True,0.4159989356994629,13110,bfs,a-star
True,0.3919992446899414,8930,bfs,a-star
True,0.3989980220794678,8240,bfs,a-star
False,0.022000551223754883,140,bfs,a-star
False,0.011999368667602539,60,bfs,a-star
True,0.41499900817871094,12210,bfs,a-star
True,0.5786848068237305,7460,bfs,a-star
False,0.01999640464782715,70,bfs,a-star
False,0.02799844741821289,210,bfs,a-star
True,0.34299731254577637,10190,bfs,a-star
False,0.005995750427246094,40,bfs,a-star
True,0.3819999694824219,10640,bfs,a-star
False,0.009000539779663086,40,bfs,a-star
True,0.4380009174346924,13430,bfs,a-star
True,0.9530010223388672,10730,bfs,a-star
True,0.328000545501709,7420,bfs,a-star
True,0.3919994831085205,9390,bfs,a-star
False,0.01800251007080078,40,bfs,a-star
False,0.005999326705932617,10,bfs,a-star
False,0.05500006675720215,160,bfs,a-star
True,0.4290003776550293,12930,bfs,a-star
False,0.00500178337097168,10,bfs,a-star
True,0.3670005798339844,13490,bfs,a-star
True,0.4170188903808594,11750,bfs,a-star
True,0.40202832221984863,10650,bfs,a-star
True,0.3569977283477783,8240,bfs,a-star
True,0.3749988079071045,12750,bfs,a-star
True,0.5420007705688477,12400,bfs,a-star
True,0.4404714107513428,12580,bfs,a-star
True,0.3470003604888916,7410,bfs,a-star
False,0.013997554779052734,60,bfs,a-star
True,0.48999953269958496,10360,bfs,a-star
False,0.0319979190826416,130,bfs,a-star
