win,time,score,enemies_algotithm,pacman_algorithm
True,0.2786715030670166,1510,random,a-star
True,0.2725512981414795,1810,random,a-star
True,0.3189990520477295,2350,random,a-star
True,0.3000497817993164,1090,random,a-star
True,0.2740287780761719,1450,random,a-star
True,0.28799915313720703,1080,random,a-star
True,0.2970006465911865,2370,random,a-star
False,0.03800034523010254,70,random,a-star
True,0.28157734870910645,3430,random,a-star
True,0.3171827793121338,1100,random,a-star
True,0.2333230972290039,1070,random,a-star
True,0.21259570121765137,2250,random,a-star
True,0.2719757556915283,1530,random,a-star
True,0.29027509689331055,2620,random,a-star
True,0.2269737720489502,2060,random,a-star
True,0.3810267448425293,2670,random,a-star
True,0.27597594261169434,3100,random,a-star
True,0.32870936393737793,4290,random,a-star
True,0.3264658451080322,1450,random,a-star
True,0.3009796142578125,1860,random,a-star
True,0.19380521774291992,1040,random,a-star
True,0.24697446823120117,2150,random,a-star
True,0.311002254486084,1170,random,a-star
True,0.2819995880126953,3030,random,a-star
True,0.27707362174987793,1880,random,a-star
True,0.22545480728149414,1460,random,a-star
True,0.34891176223754883,2260,random,a-star
True,0.3243448734283447,1760,random,a-star
True,0.24878859519958496,1380,random,a-star
True,0.2783203125,1350,random,a-star
True,0.32350969314575195,2700,random,a-star
True,0.3035464286804199,2210,random,a-star
True,0.28052449226379395,1090,random,a-star
True,0.3299989700317383,2180,random,a-star
True,0.24900007247924805,1780,random,a-star
True,0.31473803520202637,1830,random,a-star
True,0.2550957202911377,2370,random,a-star
True,0.32206249237060547,1780,random,a-star
True,0.37522339820861816,2400,random,a-star
True,0.29400062561035156,1870,random,a-star
True,0.3229997158050537,2600,random,a-star
True,0.37199997901916504,1500,random,a-star
True,0.35699987411499023,2160,random,a-star
False,0.18697857856750488,490,random,a-star
True,0.25299882888793945,1870,random,a-star
True,0.3242349624633789,1130,random,a-star
True,0.3487513065338135,1420,random,a-star
False,0.030979633331298828,80,random,a-star
True,0.2799985408782959,2670,random,a-star
True,0.32497334480285645,1940,random,a-star
True,0.3119981288909912,1380,random,a-star
True,0.24397945404052734,1450,random,a-star
True,0.2801978588104248,1020,random,a-star
True,0.2910630702972412,2110,random,a-star
True,0.3509981632232666,2700,random,a-star
True,0.24500179290771484,2320,random,a-star
True,0.24299836158752441,1090,random,a-star
True,0.319000244140625,1580,random,a-star
True,0.3300013542175293,2600,random,a-star
True,0.2875387668609619,1860,random,a-star
True,0.31502389907836914,1950,random,a-star
True,0.3972349166870117,1920,random,a-star
True,0.31594371795654297,2610,random,a-star
False,0.2295668125152588,1610,random,a-star
False,27.140734910964966,700,bfs,minimax
True,72.56280088424683,1940,bfs,minimax
False,159.666747786922,402,bfs,minimax
True,148.6544503526785,1714,bfs,minimax
True,183.6466853111536,3890,bfs,minimax
True,133.4455511603387,3944,bfs,minimax
True,146.0087162021951,3542,bfs,minimax
True,145.3563137837803,3295,bfs,minimax
False,129.5620597533343,1259,bfs,minimax
False,103.9820029754786,541,bfs,minimax
True,109.2597604866303,3232,bfs,minimax
False,151.9750385379868,1556,bfs,minimax
True,123.7217982991887,3975,bfs,minimax
True,163.045131585587,3518,bfs,minimax
False,130.2051195554066,730,bfs,minimax
True,119.25843478497,1472,bfs,minimax
True,145.7634002152529,3098,bfs,minimax
False,134.6882088742644,1809,bfs,minimax
False,143.990787184057,880,bfs,minimax
False,129.3303682696866,1515,bfs,minimax
True,136.9467176994179,2128,bfs,minimax
True,164.5416042942018,2027,bfs,minimax
False,161.7279254682373,841,bfs,minimax
False,105.7046373274859,429,bfs,minimax
False,100.6212249074817,1158,bfs,minimax
False,132.8350287554792,1010,bfs,minimax
False,169.8926961219294,1268,bfs,minimax
True,125.1900649142925,3363,bfs,minimax
True,184.4564085596626,1258,bfs,minimax
False,134.3070255163811,645,bfs,minimax
False,120.7159175013882,1021,bfs,minimax
False,164.2402991822482,1402,bfs,minimax
True,161.2227691862,2336,bfs,minimax
True,141.8374316448173,2706,bfs,minimax
False,194.5739085978183,70,bfs,minimax
True,158.2855934270862,2677,bfs,minimax
False,186.9162265784824,456,bfs,minimax
False,103.2486970440124,176,bfs,minimax
True,162.663013915782,3366,bfs,minimax
True,190.1150832556764,1221,bfs,minimax
True,197.2433067584589,1597,bfs,minimax
True,110.7526594601279,2753,bfs,minimax
False,5.962809801101685,10,bfs,minimax
